Title,Duration,Rating,Description,Image URL,Director,Genres
Hamilton,2 hours 40 minutes,8.3,Verfilmung des Broadway-Musicals &quot;Hamilton&quot; von Lin-Manuel Miranda. Darin wird die Geschichte des amerikanischen Gründervaters Alexander Hamilton erzählt: Geboren und aufgewachsen als Waise in der Karibik.,https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg,Thomas Kail,"Biografie, Drama, Geschichte"
Der Untergang,2 hours 36 minutes,8.2,"Traudl Junge, die letzte Sekretärin Adolf Hitlers, erzählt von den letzten Tagen des Diktators in seinem Berliner Bunker am Ende des Zweiten Weltkriegs.",https://m.media-amazon.com/images/M/MV5BNTA1ZTA4NzctNDhhYS00MDllLTkzNjAtMWJmMjZiYTZhMTdhXkEyXkFqcGc@._V1_.jpg,Oliver Hirschbiegel,"Biografie, Drama, Geschichte"
Taxi Driver,1 hours 54 minutes,8.2,"Ein psychisch labiler Vietnamveteran arbeitet nachts als Taxifahrer in New York. Die wahrgenommene Dekadenz und Anstößigkeit fördern seinen Drang zur Gewalttätigkeit, während er versucht, eine vorpubertäre Prostituierte zu retten.",https://m.media-amazon.com/images/M/MV5BNjFkOWQ0MTgtN2IwMi00MWQ1LTliOTQtZGFhYjY3ZjUxOWI5XkEyXkFqcGc@._V1_.jpg,Martin Scorsese,"Krimi, Drama"
Dangal,2 hours 41 minutes,8.3,Der ehemalige Wrestler Mahavir Singh Phogat und seine beiden Wrestler-Töchter kämpfen bei den Commonwealth Games gegen gesellschaftliche Unterdrückung.,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg,Nitesh Tiwari,"Action, Biografie, Drama"
Batman Begins,2 hours 20 minutes,8.2,"Nach abgeschlossenem Training mit seinem Mentor beginnt Batman mit seinem Kampf, das vom Verbrechen geplagte Gotham City vom Netz der Korruption zu befreien, mit dem Scarecrow und die Gesellschaft der Schatten die Stadt überzogen ...",https://m.media-amazon.com/images/M/MV5BNTViMDA3ZGItNDRlYS00NWZkLWI1OGQtYTQ1ZDM2NWI5YzE1XkEyXkFqcGc@._V1_.jpg,Christopher Nolan,"Action, Krimi, Drama"
Per qualche dollaro in più,2 hours 12 minutes,8.2,"Zwei Kopfgeldjäger mit den gleichen beruflichen Absichten tun sich zusammen, um einen Gesetzlosen aufzuspüren.",https://m.media-amazon.com/images/M/MV5BZjAwZjY2MGYtOTVhYi00MzIxLThhZmYtZmRjZjBlNjM5YjA3XkEyXkFqcGc@._V1_.jpg,Sergio Leone,"Drama, Western"
The Wolf of Wall Street,3 hours,8.2,"Beruhend auf der wahren Geschichte von Jordan Belfort, von seinem Aufstieg als reicher Börsenmakler, der sein Leben in Saus und Braus genießt, bis zu seinem Absturz in die Kriminalität, Korruption und die Verfolgung durch die US-B...",https://m.media-amazon.com/images/M/MV5BN2ViNDA3ZWUtMjVlYy00NjAyLWIwMjAtODk4NGI4MWQwZTQ2XkEyXkFqcGc@._V1_.jpg,Martin Scorsese,"Biografie, Komödie, Krimi"
Green Book,2 hours 10 minutes,8.2,Ein italo-amerikanischer Türsteher aus der Arbeiterklasse wird Chauffeur eines afroamerikanischen Pianisten auf einer Tour durch Veranstaltungsorte im amerikanischen Süden der 1960er-Jahre.,https://m.media-amazon.com/images/M/MV5BOGZlZWU0NzctYWNiMy00MzIyLTgzZWQtNTMxYTY5MDAyZTgzXkEyXkFqcGc@._V1_.jpg,Peter Farrelly,"Biografie, Komödie, Drama"
Some Like It Hot,2 hours 1 minutes,8.2,"Als zwei männliche Musiker Zeugen eines Mafiamassakers werden, fliehen sie in einen anderen Staat, indem sie als Frauen verkleidet in einer Frauenband untertauchen. Doch dann treten Komplikationen auf.",https://m.media-amazon.com/images/M/MV5BOTIwZjc2ZTEtNzkzYS00MDdkLThlYWItYWQyYWZjYjM0MjA1XkEyXkFqcGc@._V1_.jpg,Billy Wilder,"Komödie, Musikfilm, Liebesfilm"
The Kid,54 minutes,8.2,"Der Vagabund sorgt für ein verlassenes Kind, doch die Ereignisse setzen die Beziehung einem Risiko aus.",https://m.media-amazon.com/images/M/MV5BODI3ZmVmZGEtNWY0NS00MTNiLTllNjEtYzgxNDliYjZlYzNjXkEyXkFqcGc@._V1_.jpg,Charles Chaplin,"Komödie, Drama, Familienfilm"
The Truman Show,1 hours 43 minutes,8.2,"Ein Versicherungsangestellter entdeckt, dass sein ganzes Leben eigentlich nur eine Fernsehshow ist.",https://m.media-amazon.com/images/M/MV5BNjVkMDUwNTItZjBmYS00NDFiLWE0NWQtMjk1MzhjMTEzZGQ5XkEyXkFqcGc@._V1_.jpg,Peter Weir,"Komödie, Drama"
Judgment at Nuremberg,2 hours 59 minutes,8.3,Im Jahr 1948 klagt ein amerikanisches Gericht im besetzten Deutschland vier Nazirichter wegen Kriegsverbrechen an.,https://m.media-amazon.com/images/M/MV5BN2EyOWIyOWItMWUyNy00YmI1LThiNzItYzE4YjRhMWI4OWIwXkEyXkFqcGc@._V1_.jpg,Stanley Kramer,"Drama, Kriegsfilm"
The Father,1 hours 37 minutes,8.2,"Ein Mann verweigert seiner Tochter im Alter den Beistand. Während er versucht, seine sich verändernden Umstände zu verstehen, beginnt er, an seinen Lieben und an seinem eigenen Verstand zu zweifeln.",https://m.media-amazon.com/images/M/MV5BOWFiYTRhZTYtNjA5ZC00ZGIzLTg4YWYtYzRhZTExNTNjMzE2XkEyXkFqcGc@._V1_.jpg,Florian Zeller,"Drama, Mystery"
All About Eve,2 hours 18 minutes,8.2,"Eine scheinbar naive, junge Verehrerin schleicht sich geschickt in die Gesellschaft einer etablierten, aber alternden Bühnenschauspielerin und ihren Kreis von Theaterfreunden ein.",https://m.media-amazon.com/images/M/MV5BZTUyMzIzNjUtYjA3Ny00ZTQyLWIzM2UtNWE2ZDExZGIwOGJjXkEyXkFqcGc@._V1_.jpg,Joseph L. Mankiewicz,Drama
Shutter Island,2 hours 18 minutes,8.2,"Im Jahr 1954 untersucht ein US-Marshal das Verschwinden einer Mörderin, die aus einer Anstalt für geisteskranke Straftäter entkommen ist.",https://m.media-amazon.com/images/M/MV5BMjI0NDFlYjMtZjM2YS00MTEzLTg2YzUtNDBhNWIzYTgwYzc5XkEyXkFqcGc@._V1_.jpg,Martin Scorsese,"Drama, Mystery, Thriller"
There Will Be Blood,2 hours 38 minutes,8.2,"Eine Geschichte über Familie, Religion, Hass, Öl und Wahnsinn, die sich vor allem auf die Figur eines Ölsuchers der Jahrhundertwende konzentriert, einer Zeit, in der diese Branche ihren Anfang nahm.",https://m.media-amazon.com/images/M/MV5BOTdkZWExZjUtMzE3MS00NzdhLTk1NjMtMjkyNGNiMDUzNDFkXkEyXkFqcGc@._V1_.jpg,Paul Thomas Anderson,Drama
Jurassic Park,2 hours 7 minutes,8.2,"Während einer Vorbesichtigungs-Tour kommt es in einem Themenpark zu einem größeren Stromausfall, der bewirkt, dass die dort ausgestellten Dinosaurierklone Amok laufen.",https://m.media-amazon.com/images/M/MV5BY2RlOWZiZDAtOTU3Yy00OTYxLTkwNTgtMGEyMTk0NDdjODYwXkEyXkFqcGc@._V1_.jpg,Steven Spielberg,"Action, Abenteuer, Science-Fiction"
Top Gun: Maverick,2 hours 10 minutes,8.2,"Nach dreißig Dienstjahren als einer der besten Flieger der Navy geht Pete Mitchell als mutiger Testpilot an seine Grenzen und entzieht sich der Beförderung, die ihm das Fliegen unmöglich machen würden.",https://m.media-amazon.com/images/M/MV5BMTY2OTdkYTQtYTM4NS00NzNlLWJmYzQtNmI1OGI1MzZhNjEwXkEyXkFqcGc@._V1_.jpg,Joseph Kosinski,"Action, Drama"
Casino,2 hours 58 minutes,8.2,"Habgier, Betrug, Geld, Macht und Mord sind die Dinge, die die enge Freundschaft zwischen einem Mafia-Vizeboss und einem Kasinobesitzer bestimmen, denn es geht um eine Vorzeigefrau und die Herrschaft über ein Glücksspielimperium.",https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,Martin Scorsese,"Krimi, Drama"
Ran,2 hours 40 minutes,8.2,"Im mittelalterlichen Japan setzt sich ein alter Kriegsherr zur Ruhe und übergibt sein Reich seinen drei Söhnen. Er hat jedoch vollkommen unterschätzt, wie sehr die neue Macht in ihren Händen sie korrumpieren würde, sodass sie aufe...",https://m.media-amazon.com/images/M/MV5BMTk3MzNiNTAtZGY4Zi00NzUxLThlZjktZmYzMGNkOTc2MGYzXkEyXkFqcGc@._V1_.jpg,Akira Kurosawa,"Action, Drama, Kriegsfilm"
The Sixth Sense,1 hours 47 minutes,8.2,"Ein Junge, der mit Geistern kommuniziert, die nicht wissen, dass sie tot sind, sucht Hilfe bei einem mutlosen Kinderpsychologen.",https://m.media-amazon.com/images/M/MV5BOWFkZDEzODYtYzQxNy00MzdjLTg4ODUtNGNkN2U5MDFkZWE3XkEyXkFqcGc@._V1_.jpg,M. Night Shyamalan,"Drama, Mystery, Thriller"
El laberinto del fauno,1 hours 58 minutes,8.2,"Im falangistischen Spanien von 1944 flüchtet sich die lesewütige Stieftochter eines sadistischen Armeeoffiziers in eine unheimliche, aber fesselnde Fantasiewelt.",https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg,Guillermo del Toro,"Drama, Fantasy, Kriegsfilm"
Unforgiven,2 hours 10 minutes,8.2,"Der Western-Revolverheld William Munny, der sich eigentlich aus seinem Geschäft zurückgezogen hat, übernimmt widerwillig noch einmal einen letzten Auftrag, bei dem ihm sein alter Partner und ein junger Mann helfen.",https://m.media-amazon.com/images/M/MV5BNDMwZGE0OTYtNjc5MC00ZjBiLWExYjQtMGNiN2RiYzIzNjVkXkEyXkFqcGc@._V1_.jpg,Clint Eastwood,"Drama, Western"
No Country for Old Men,2 hours 2 minutes,8.2,"Gewalt und Chaos folgen, nachdem ein Wilddieb in der Nähe des Rio Grande auf die Überbleibsel eines gescheiterten Drogendeals stößt, darunter über zwei Millionen Dollar.",https://m.media-amazon.com/images/M/MV5BZGRjOWJjZDUtMjQ5Ny00OTJkLTk2MGQtYjdkOTE1YjZmMDA3XkEyXkFqcGc@._V1_.jpg,"Ethan Coen, Joel Coen","Krimi, Drama, Thriller"
The Thing,1 hours 49 minutes,8.2,"Es ist die erste Woche im Winter des Jahres 1982. Eine amerikanische Forschungsstation bekommt Besuch von einer außerirdischen Kraft, die alles assimilieren kann, was sie berührt. Das Überleben der Forscher hängt nun ganz davon ab...",https://m.media-amazon.com/images/M/MV5BZmI0ODI5ZjEtYzFjNi00MTdkLWEzZDYtYTc2ZjJmNTgxMzNhXkEyXkFqcGc@._V1_.jpg,John Carpenter,"Horror, Mystery, Science-Fiction"
A Beautiful Mind,2 hours 15 minutes,8.2,"Nachdem John Nash, ein brillanter aber kontaktscheuer Mathematiker, einen kryptografischen Geheimauftrag übernommen hat, wird sein Leben zum Alptraum.",https://m.media-amazon.com/images/M/MV5BODNhMDFkOWItNzMxYi00N2U5LWIwY2QtNmUyZDEwYjliN2ViXkEyXkFqcGc@._V1_.jpg,Ron Howard,"Biografie, Drama, Mystery"
Kill Bill: Vol. 1,1 hours 51 minutes,8.2,"Die Braut erwacht aus einem vierjährigen Koma. Das Kind, das sie in ihrem Mutterleib trug, ist verschwunden. Jetzt heißt es Rache nehmen an der Mörderbande, die sie betrogen hat - und der sie einst angehörte.",https://m.media-amazon.com/images/M/MV5BN2U4MzU3MTktNTM4My00ODIyLTlhNWYtMmI3NzQ1NDY0NDFjXkEyXkFqcGc@._V1_.jpg,Quentin Tarantino,"Action, Krimi, Thriller"
The Treasure of the Sierra Madre,2 hours 6 minutes,8.2,"Fred Dobbs und Bob Curtin, zwei Amerikaner auf der Suche nach Arbeit in Mexiko, überzeugen einen alten Goldsucher davon, ihnen bei der Goldsuche in den Bergen der Sierra Madre zu helfen.",https://m.media-amazon.com/images/M/MV5BMjIxOTY4NzQ0NF5BMl5BanBnXkFtZTgwNzk3MzgyMjE@._V1_.jpg,John Huston,"Abenteuer, Drama, Western"
Yôjinbô,1 hours 50 minutes,8.2,"Ein listiger Ronin kommt in eine Stadt, die sich zwei Verbrecherbanden teilen, und beschließt, sie gegeneinander auszuspielen, um so die Stadt zu befreien.",https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg,Akira Kurosawa,"Action, Drama, Thriller"
The Great Escape,2 hours 52 minutes,8.2,Während des Zweiten Weltkriegs versuchen einige Hundert alliierte Kriegsgefangene aus einem deutschen Lager auszubrechen.,https://m.media-amazon.com/images/M/MV5BNWQ4OTE3NTctMzMzYy00NTQxLWIzMDktOTE5YmQwNTNhZWVkXkEyXkFqcGc@._V1_.jpg,John Sturges,"Abenteuer, Drama, Thriller"
Monty Python and the Holy Grail,1 hours 31 minutes,8.2,"König Arthur und seine Ritter begeben sich auf eine Low-Budget-Suche nach dem Heiligen Gral, und treffen dabei auf viele, ziemlich dumme Hindernisse.",https://m.media-amazon.com/images/M/MV5BMmNjM2VjZmMtYmM2Yy00ZDU0LWJjMTQtM2ViNzY3MjhkODM2XkEyXkFqcGc@._V1_.jpg,"Terry Gilliam, Terry Jones","Abenteuer, Komödie, Fantasy"
Finding Nemo,1 hours 40 minutes,8.2,"Nachdem sein Sohn am Great Barrier Reef gefangen genommen und nach Sydney gebracht wurde, unternimmt ein schüchterner Clownfisch eine Reise, um seinen Sprössling nach Hause zu bringen.",https://m.media-amazon.com/images/M/MV5BNGQzNjYzMGYtZjY1OS00Y2ExLTk3YmItYmQ4MzMzMzI3ZWE5XkEyXkFqcGc@._V1_.jpg,"Andrew Stanton, Lee Unkrich","Animation, Abenteuer, Komödie"
Prisoners,2 hours 33 minutes,8.2,"Als Keller Dovers Tochter und ihr Freund vermisst werden, nimmt er die Sache selbst in die Hand, da die Polizei mehrere Spuren gleichzeitig verfolgt und der Zeitdruck wächst. Doch wie weit wird ein verzweifelter Vater gehen, um se...",https://m.media-amazon.com/images/M/MV5BMjk1ZTFkOWYtMTE0NS00NWY1LTk5NGEtOTIzYTI1YzdmODgyXkEyXkFqcGc@._V1_.jpg,Denis Villeneuve,"Krimi, Drama, Mystery"
Hauru no ugoku shiro,1 hours 59 minutes,8.2,"Als eine wenig selbstbewusste junge Frau von einer alten, boshaften Hexe verflucht und in eine Greisin verwandelt wird, sieht sie ihre einzige Hoffnung, den Zauber wieder zu brechen, in einem maßlosen, aber unsicheren jungen Zaube...",https://m.media-amazon.com/images/M/MV5BOGU3YWEyOWEtYmM4MC00ZGE1LTljMDEtODM3NDg1ODQyYjU1XkEyXkFqcGc@._V1_.jpg,Hayao Miyazaki,"Animation, Abenteuer, Familienfilm"
Rashômon,1 hours 28 minutes,8.2,Ein abscheuliches Verbrechen und seine Folgen werden aus unterschiedlichen Perspektiven erinnert.,https://m.media-amazon.com/images/M/MV5BNDJmMjdiYmEtM2QyNC00MmUwLThjNWQtZjNkNDJiN2JhODg4XkEyXkFqcGc@._V1_.jpg,Akira Kurosawa,"Krimi, Drama, Mystery"
The Elephant Man,2 hours 4 minutes,8.2,"Ein viktorianischer Arzt rettet einen vom Krebs entstellten Mann vor Misshandlungen, hinter dessen monströsem Äußeren sich eine intelligente und empfindsame Person verbirgt.",https://m.media-amazon.com/images/M/MV5BOTk0MzM4OTktZTk4Yy00ZGUzLTk0NWItMWQ0YTBlNmI5Y2E5XkEyXkFqcGc@._V1_.jpg,David Lynch,"Biografie, Drama"
Dial M for Murder,1 hours 45 minutes,8.2,"Ein ehemaliger Tennisprofi schmiedet ein Komplott, seine Frau umzubringen. Als es misslingt, improvisiert er schnell einen Plan B.",https://m.media-amazon.com/images/M/MV5BOTM0NDhmMDMtYWExNS00YzgwLTkzZmQtZWRiNzllNjI3ZDU3XkEyXkFqcGc@._V1_.jpg,Alfred Hitchcock,"Krimi, Thriller"
Chinatown,2 hours 10 minutes,8.1,"Ein Privatdetektiv wird angeheuert, einen Ehebrecher zu entlarven, und bemerkt bald, in einem Netz aus Betrug, Korruption und Mord gefangen zu sein.",https://m.media-amazon.com/images/M/MV5BMmY2YTUyMDYtMWQzZS00ODNkLTgwNzMtZmIzMTM4ZTgyMDEyXkEyXkFqcGc@._V1_.jpg,Roman Polanski,"Drama, Mystery, Thriller"
Gone with the Wind,3 hours 58 minutes,8.2,Eine manipulative Südstaaten-Schönheit hat während des Amerikanischen Bürgerkriegs eine wilde Affäre mit einem Blockadebrecher.,https://m.media-amazon.com/images/M/MV5BOGRjYTllMzYtNjYwNC00MGNjLWJjOTQtZmUzYzNkNDgwMTBmXkEyXkFqcGc@._V1_.jpg,"Victor Fleming, George Cukor, Sam Wood","Drama, Liebesfilm, Kriegsfilm"
"Lock, Stock and Two Smoking Barrels",1 hours 47 minutes,8.1,"Ein verpfuschtes Kartenspiel in London lässt vier Freunde, Diebe, Marihuana-Züchter, Schwerverbrecher, Kredithaie und Schuldeneintreiber in einer Reihe unerwarteter Ereignisse aufeinandertreffen, und alles nur für ein bisschen Gra...",https://m.media-amazon.com/images/M/MV5BOThlMGVlODEtYzA2Yy00MDZmLWI4NzktNWRhZjliMzE4MDkyXkEyXkFqcGc@._V1_.jpg,Guy Ritchie,"Action, Komödie, Krimi"
El secreto de sus ojos,2 hours 9 minutes,8.2,"Ein pensionierter Rechtsberater beschließt, einen Roman zu schreiben, um endlich Licht in einen seiner letzten ungelösten Mordfälle sowie die unerwiderte Liebe zu seiner Vorgesetzten zu bringen - beides Dinge, die ihn seit Jahrzeh...",https://m.media-amazon.com/images/M/MV5BMTdmNGY1NTgtNGNlNS00MGVlLWE3ZGMtNWFlOTY3MzY1MDM4XkEyXkFqcGc@._V1_.jpg,Juan José Campanella,"Drama, Mystery, Liebesfilm"
V for Vendetta,2 hours 12 minutes,8.1,"In einem tyrannisch regierten Großbritannien der Zukunft plant ein undurchsichtiger Freiheitskämpfer, der nur unter dem Decknamen &quot;V&quot; bekannt ist, mit Hilfe einer jungen Frau einen Umsturz.",https://m.media-amazon.com/images/M/MV5BNGIyYTczYWEtMjIzZi00MWMwLTg4YjgtM2Q2MDlkOTAyNmNiXkEyXkFqcGc@._V1_.jpg,James McTeigue,"Action, Drama, Science-Fiction"
Inside Out,1 hours 35 minutes,8.1,"Die junge Riley wird plötzlich aus ihrem Leben im mittleren Westen gerissen, als Sie nach San Francisco umziehen muss. Ihre Emotionen - Freude, Angst, Wut, Abscheu und Traurigkeit - stehen dabei im Konflikt mit der Erkundung einer...",https://m.media-amazon.com/images/M/MV5BM2Y4YjlhMTktMWY0MC00MWMzLTk4MWItMTI2OWRkNDA0ZDA2XkEyXkFqcGc@._V1_.jpg,"Pete Docter, Ronnie Del Carmen","Animation, Abenteuer, Komödie"
"Three Billboards Outside Ebbing, Missouri",1 hours 55 minutes,8.1,"In diesem düster-komischen Drama setzt sich eine Mutter persönlich mit den örtlichen Behörden auseinander, um den Mord an ihrer Tochter zu lösen, als es diesen nicht gelingt, den Täter zu fassen.",https://m.media-amazon.com/images/M/MV5BNGZmYzJjODctMTBiNS00MjhlLTliMzItMjI1YzE3NDZmNTk1XkEyXkFqcGc@._V1_.jpg,Martin McDonagh,"Komödie, Krimi, Drama"
Raging Bull,2 hours 9 minutes,8.1,"Der hoch emotionale und selbstzerstörerische Lebensweg eines Boxers, den Gewalt und Zorn zu den Größten im Ring aufsteigen lassen und gleichzeitig sein Leben draußen zerstören.",https://m.media-amazon.com/images/M/MV5BNzFmMGQ2ZjQtZjBlYS00ODUyLWFhYWEtNGRkODFlMGJlNmY4XkEyXkFqcGc@._V1_.jpg,Martin Scorsese,"Biografie, Drama, Sportfilm"
Trainspotting,1 hours 33 minutes,8.1,"Renton, tief in der Drogenszene Edinburghs verwurzelt, versucht reinen Tisch zu machen und auszusteigen, trotz der großen Anziehungskraft der Drogen und des Einflusses seiner Freunde.",https://m.media-amazon.com/images/M/MV5BOThlYTljNjItMGMyYy00N2Y5LWFkNmQtYWM2YmJiMmRmNjNlXkEyXkFqcGc@._V1_.jpg,Danny Boyle,Drama
The Bridge on the River Kwai,2 hours 41 minutes,8.1,"Nachdem er seine Differenzen mit einem japanischen Kommandeur eines Kriegsgefangenenlagers aus dem Weg geräumt hat, beaufsichtigt ein britischer Oberstleutnant seine Männer beim Bau einer Eisenbahnbrücke und kooperiert mit dem Fei...",https://m.media-amazon.com/images/M/MV5BNDE2ZDQ0NGMtZjFjMi00MDUzLTk3MWEtYzA5MmVlMTY5ZTZlXkEyXkFqcGc@._V1_.jpg,David Lean,"Abenteuer, Drama, Kriegsfilm"
Klaus,1 hours 36 minutes,8.2,"Gutes zieht Gutes an, selbst an einem gefrorenen, fernen Ort. Als der Briefträger Jesper, sich mit dem Spielzeughersteller Klaus anfreundet, schmelzen ihre Geschenke eine uralte Fehde und liefern einen Schlitten voller Urlaubstrad...",https://m.media-amazon.com/images/M/MV5BOWUzNDA2NjUtMDY0OC00YWJhLTk1ZjEtNzViNWNhZGJmMjA0XkEyXkFqcGc@._V1_.jpg,"Sergio Pablos, Carlos Martínez López","Animation, Abenteuer, Komödie"
Catch Me If You Can,2 hours 21 minutes,8.1,"Die wahre Geschichte von Frank Abagnale Jr., der vor seinem 19. Geburtstag erfolgreich Schecks im Wert mehrerer Millionen Dollar als Pilot bei Pan Am, Arzt und Staatsanwalt ergaunerte.",https://m.media-amazon.com/images/M/MV5BMmI0OTc4NjEtMzIwZi00YzdiLTkwOWMtOGMyY2U4ZTY0ZWVhXkEyXkFqcGc@._V1_.jpg,Steven Spielberg,"Biografie, Krimi, Drama"
Fargo,1 hours 38 minutes,8.1,Jerry Lundegaards stümperhaft ausgeführtes Verbrechen scheitert an seinen vollkommen unfähigen Spießgesellen und der unnachgiebigen Polizeiarbeit der doch recht schwangeren Marge Gunderson.,https://m.media-amazon.com/images/M/MV5BYjRkNzg2MjAtY2E5MS00MTNhLWE0MWMtYzZkNTY4ZTc4MDcxXkEyXkFqcGc@._V1_.jpg,"Joel Coen, Ethan Coen","Krimi, Thriller"
Warrior,2 hours 20 minutes,8.1,"Der jüngste Sohn eines alkoholsüchtigen, ehemaligen Boxers kehrt nach Hause zurück, wo ihn sein Vater für die Teilnahme an Mixed-Martial-Arts-Turnieren trainiert - ein Pfad, der ihn auf Kollisionskurs mit seinem mit ihm zerstritte...",https://m.media-amazon.com/images/M/MV5BMTQyMzIyMTU4OV5BMl5BanBnXkFtZTcwNzU4ODI3Nw@@._V1_.jpg,Gavin O&apos;Connor,"Action, Drama, Sportfilm"
Spider-Man: No Way Home,2 hours 28 minutes,8.2,"Da Spider-Mans Identität nun aufgedeckt ist, bittet Peter Doktor Strange um Hilfe. Als ein Zauber schiefgeht, tauchen gefährliche Feinde aus anderen Welten auf und zwingen Peter zu entdecken, was es wirklich bedeutet, Spider-Man z...",https://m.media-amazon.com/images/M/MV5BNjc1YjE1ZDMtYTVlYy00NGZlLWExYmEtMTdlYzYwMzk5OWZlXkEyXkFqcGc@._V1_.jpg,Jon Watts,"Action, Abenteuer, Fantasy"
Gran Torino,1 hours 56 minutes,8.1,"Walt Kowalski, ein frustrierter Veteran des Koreakriegs, setzt sich zum Ziel, seinen jugendlichen Nachbarn vom Volk der Hmong zu läutern, der versucht hatte, Kowalskis wertvollsten Besitz zu stehlen: einen Gran Torino Baujahr 1972.",https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg,Clint Eastwood,Drama
Harry Potter and the Deathly Hallows - Part 2,2 hours 10 minutes,8.1,"Harry, Ron und Hermione suchen nach Voldemorts verbliebenen Horkruxes. Sie wollen den dunklen Herrscher zerstören und die letzte Schlacht findet in Hogwarts statt.",https://m.media-amazon.com/images/M/MV5BNGFhM2VhOTktOGYxOC00Yjc3LTlmMzEtZDZhYzAwYjVlYjVlXkEyXkFqcGc@._V1_.jpg,David Yates,"Abenteuer, Familienfilm, Fantasy"
Million Dollar Baby,2 hours 12 minutes,8.1,"Eine Frau, die weiß, was sie will, arbeitet mit einem abgebrühten Boxtrainer daran, Profiboxerin zu werden.",https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg,Clint Eastwood,"Drama, Sportfilm"
Tonari no Totoro,1 hours 26 minutes,8.1,"Als zwei Mädchen aufs Land ziehen, um dort ihrer kranken Mutter nahe zu sein, erleben sie im nahegelegenen Wald Abenteuer, denn dort leben die wundersamen Waldgeister.",https://m.media-amazon.com/images/M/MV5BYWE1ODkzNmUtMjIyNy00ZjY3LTk0YTAtMDhiYTk4YzEzMjRlXkEyXkFqcGc@._V1_.jpg,Hayao Miyazaki,"Animation, Komödie, Familienfilm"
Mad Max: Fury Road,2 hours,8.1,"Eine Frau rebelliert auf der Suche nach ihrer Heimat gegen einen tyrannischen Herrscher im postapokalyptischen Australien und trifft dabei auf eine Gruppe weiblicher Gefangener, einen psychotischen Verehrer und einen Außenseiter n...",https://m.media-amazon.com/images/M/MV5BNTU2ZDkzMzItOWViYi00Yzg1LWJhZjItNjRhMGI1M2U4MGRhXkEyXkFqcGc@._V1_.jpg,George Miller,"Action, Abenteuer, Science-Fiction"
Bacheha-Ye aseman,1 hours 29 minutes,8.2,"Nachdem ein Junge die Schuhe seiner Schwester verloren hat, bricht er zu einer Reihe von Abenteuern auf, um sie wiederzufinden. Als das nicht klappt, versucht er auf einem anderen Weg ein neues Paar Schuhe zu &quot;gewinnen&quot;.",https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg,Majid Majidi,"Drama, Familienfilm, Sportfilm"
Ben-Hur,3 hours 32 minutes,8.1,"Nachdem ein jüdischer Prinz von einem römischen Freund betrogen und in die Sklaverei geschickt wurde, erlangt er seine Freiheit wieder und kehrt zurück, um sich zu rächen.",https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg,William Wyler,"Abenteuer, Drama"
12 Years a Slave,2 hours 14 minutes,8.1,"In den Vereinigten Staaten vor dem Bürgerkrieg wird Solomon Northup, ein freier Schwarzer aus dem Hinterland New Yorks, entführt und in die Sklaverei verkauft.",https://m.media-amazon.com/images/M/MV5BM2Q0MDg3NTMtZWNhMy00OTFlLWI0OTgtZTBkMzZmYjYyOWU3XkEyXkFqcGc@._V1_.jpg,Steve McQueen,"Biografie, Drama, Geschichte"
Barry Lyndon,3 hours 5 minutes,8.1,Im England des 18. Jahrhunderts gewinnt ein irischer Schurke das Herz einer reichen Witwe und übernimmt die aristokratische Stellung ihres verstorbenen Ehemanns.,https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg,Stanley Kubrick,"Abenteuer, Drama, Kriegsfilm"
